Order ID,Order Date,Customer Name,Category,Product,Region,Quantity,Sales,Profit
ORD100815,2025-04-26,Customer_0394,Clothing,Jacket,West,4,11380.22,2317.04
ORD100626,2025-04-27,Customer_0399,Electronics,Laptop,South,2,121348.02,14415.02
ORD100280,2025-04-27,Customer_0166,Clothing,T-Shirt,East,6,4705.27,810.26
ORD100002,2025-04-27,Customer_0251,Clothing,Jeans,West,2,3248.62,803.79
ORD100958,2025-04-27,Customer_0222,Electronics,Tablet,East,6,125941.29,5325.46
ORD100760,2025-04-27,Customer_0479,Clothing,T-Shirt,East,7,6882.63,1584.41
ORD100022,2025-04-27,Customer_0308,Electronics,Smartphone,East,4,134409.51,17538.78
ORD100371,2025-04-27,Customer_0064,Electronics,Headphones,West,3,9581.19,1258.51
ORD100669,2025-04-28,Customer_0424,Electronics,Tablet,North,4,74984.33,8781.04
ORD100532,2025-04-28,Customer_0070,Clothing,Jacket,South,5,16626.38,3095.57
ORD100071,2025-04-28,Customer_0393,Clothing,Jacket,North,5,14748.47,3186.08
ORD100202,2025-04-28,Customer_0168,Electronics,Tablet,South,5,112858.59,18198.22
ORD100644,2025-04-28,Customer_0290,Electronics,Headphones,North,5,15157.61,1735.23
ORD100457,2025-04-29,Customer_0341,Electronics,Laptop,East,1,62123.72,4422.75
ORD100599,2025-04-29,Customer_0464,Electronics,Monitor,East,4,51799.54,5393.51
ORD100492,2025-04-29,Customer_0008,Furniture,Office Chair,North,7,59450.39,8754.31
ORD100107,2025-04-29,Customer_0028,Furniture,Sofa,East,3,65685.72,10133.2
ORD100715,2025-04-30,Customer_0183,Electronics,Laptop,South,6,370511.01,34205.26
ORD100390,2025-04-30,Customer_0443,Clothing,Shoes,South,7,18523.5,4035.57
ORD100208,2025-05-01,Customer_0445,Furniture,Table,West,5,54252.04,9781.61
ORD100079,2025-05-01,Customer_0008,Electronics,Headphones,East,7,23784.87,1605.29
ORD100571,2025-05-01,Customer_0225,Furniture,Sofa,South,3,80070.86,15942.31
ORD100189,2025-05-01,Customer_0041,Furniture,Table,South,7,70845.86,12116.63
ORD100489,2025-05-02,Customer_0165,Clothing,Shoes,West,1,2556.3,456.18
ORD100023,2025-05-04,Customer_0089,Electronics,Laptop,South,2,119642.31,18261.63
ORD100655,2025-05-04,Customer_0259,Furniture,Sofa,East,1,21324.33,4355.43
ORD100943,2025-05-04,Customer_0340,Furniture,Desk,North,3,37332.5,5863.1
ORD100481,2025-05-04,Customer_0252,Furniture,Table,North,7,75919.71,9457.65
ORD100332,2025-05-04,Customer_0360,Clothing,Jacket,South,3,10140.57,1637.18
ORD100080,2025-05-05,Customer_0301,Electronics,Monitor,West,7,103071.71,9558.94
ORD100126,2025-05-05,Customer_0214,Furniture,Desk,South,7,87552.33,15468.85
ORD100791,2025-05-05,Customer_0100,Electronics,Monitor,South,4,57844.85,8276.49
ORD100688,2025-05-06,Customer_0392,Electronics,Headphones,South,4,13286.65,1576.38
ORD100499,2025-05-06,Customer_0147,Clothing,Jeans,East,7,11460.83,2325.75
ORD100737,2025-05-07,Customer_0030,Electronics,Smartphone,East,7,181008.12,17505.34
ORD100287,2025-05-08,Customer_0425,Furniture,Office Chair,East,6,47487.72,8220.49
ORD100539,2025-05-08,Customer_0446,Furniture,Office Chair,West,5,51017.62,7272.22
ORD100947,2025-05-08,Customer_0175,Electronics,Monitor,North,4,53218.63,5837.77
ORD100887,2025-05-08,Customer_0028,Furniture,Desk,West,7,89827.51,17011.04
ORD100861,2025-05-09,Customer_0397,Clothing,Jacket,East,4,11250.88,2139.54
ORD100691,2025-05-09,Customer_0120,Electronics,Tablet,West,6,114584.99,15393.03
ORD100875,2025-05-09,Customer_0109,Electronics,Headphones,West,5,15523.11,945.39
ORD100547,2025-05-09,Customer_0499,Electronics,Tablet,West,7,171234.59,29251.0
ORD100391,2025-05-09,Customer_0067,Clothing,Jacket,South,1,3060.65,559.96
ORD100168,2025-05-10,Customer_0245,Electronics,Smartphone,East,5,169822.68,20003.53
ORD100392,2025-05-10,Customer_0075,Furniture,Table,South,6,65332.38,6047.68
ORD100260,2025-05-10,Customer_0450,Electronics,Tablet,East,1,22688.77,1522.06
ORD100307,2025-05-10,Customer_0277,Furniture,Sofa,South,2,48232.09,11550.63
ORD100300,2025-05-10,Customer_0127,Electronics,Laptop,West,4,221225.07,25716.47
ORD100153,2025-05-10,Customer_0141,Electronics,Headphones,North,3,9435.06,1074.29
ORD100891,2025-05-11,Customer_0149,Furniture,Table,South,6,57149.54,11941.34
ORD100752,2025-05-11,Customer_0354,Clothing,Shoes,North,3,7145.83,1576.93
ORD100908,2025-05-11,Customer_0053,Electronics,Headphones,North,1,3426.86,394.04
ORD100583,2025-05-12,Customer_0189,Furniture,Table,South,7,75785.61,10744.51
ORD100581,2025-05-12,Customer_0431,Furniture,Table,South,5,56630.87,13434.39
ORD100048,2025-05-12,Customer_0477,Furniture,Sofa,East,6,162591.94,35264.48
ORD100424,2025-05-13,Customer_0369,Furniture,Sofa,North,1,24472.55,3752.93
ORD100007,2025-05-13,Customer_0431,Electronics,Monitor,West,2,31279.23,5503.54
ORD100896,2025-05-13,Customer_0065,Electronics,Monitor,East,5,66384.7,7093.39
ORD100346,2025-05-13,Customer_0421,Furniture,Sofa,West,3,81731.05,14804.29
ORD100251,2025-05-14,Customer_0243,Electronics,Monitor,North,3,40918.18,2964.52
ORD100900,2025-05-14,Customer_0235,Electronics,Headphones,South,5,17360.54,2268.74
ORD100969,2025-05-14,Customer_0442,Furniture,Table,East,1,10158.44,1082.1
ORD100503,2025-05-15,Customer_0354,Electronics,Headphones,North,5,18819.21,3035.62
ORD100542,2025-05-16,Customer_0399,Furniture,Office Chair,North,1,8005.55,1502.45
ORD100193,2025-05-16,Customer_0267,Clothing,Jacket,South,2,5813.36,1288.2
ORD100041,2025-05-16,Customer_0086,Electronics,Laptop,North,6,289847.47,25135.03
ORD100446,2025-05-16,Customer_0379,Clothing,T-Shirt,North,5,4701.66,1103.1
ORD100146,2025-05-16,Customer_0142,Electronics,Tablet,West,6,116969.71,13027.69
ORD100658,2025-05-17,Customer_0461,Electronics,Monitor,West,4,64212.52,8270.32
ORD100871,2025-05-17,Customer_0440,Electronics,Tablet,West,4,88661.3,8872.27
ORD100662,2025-05-18,Customer_0045,Clothing,T-Shirt,South,3,2496.37,488.08
ORD100798,2025-05-18,Customer_0198,Furniture,Table,West,5,56162.39,9559.81
ORD100354,2025-05-18,Customer_0148,Electronics,Smartphone,West,1,26036.56,3713.08
ORD100114,2025-05-18,Customer_0492,Clothing,Hoodie,North,5,9864.18,2036.08
ORD100440,2025-05-18,Customer_0305,Electronics,Smartphone,East,1,30162.7,5571.88
ORD100430,2025-05-19,Customer_0500,Electronics,Monitor,East,3,38202.92,3919.05
ORD100930,2025-05-19,Customer_0268,Electronics,Tablet,West,7,155500.16,25480.2
ORD100463,2025-05-20,Customer_0139,Furniture,Bookshelf,East,6,38611.62,6904.24
ORD100070,2025-05-21,Customer_0445,Clothing,T-Shirt,East,6,6189.48,1669.41
ORD100031,2025-05-21,Customer_0222,Furniture,Table,East,5,52427.52,10281.53
ORD100290,2025-05-21,Customer_0235,Furniture,Bookshelf,North,3,21260.0,2527.82
ORD100279,2025-05-21,Customer_0093,Furniture,Office Chair,North,7,54722.58,9038.75
ORD100218,2025-05-22,Customer_0250,Furniture,Table,North,2,20097.7,3562.56
ORD100960,2025-05-22,Customer_0162,Furniture,Table,North,6,67607.61,14268.44
ORD100976,2025-05-22,Customer_0208,Electronics,Headphones,East,6,19340.64,4428.08
ORD100745,2025-05-22,Customer_0012,Electronics,Tablet,North,2,49910.69,3922.63
ORD100953,2025-05-23,Customer_0283,Electronics,Monitor,South,2,27464.47,1880.73
ORD100742,2025-05-23,Customer_0471,Electronics,Tablet,South,4,75937.84,10133.68
ORD100810,2025-05-23,Customer_0316,Electronics,Laptop,West,5,279454.44,21931.09
ORD100236,2025-05-23,Customer_0478,Furniture,Table,West,4,44828.84,10304.24
ORD100111,2025-05-23,Customer_0429,Electronics,Headphones,West,5,17732.81,2792.26
ORD100790,2025-05-24,Customer_0452,Clothing,Jeans,West,1,1560.1,238.71
ORD100545,2025-05-24,Customer_0192,Furniture,Sofa,South,2,52665.85,11051.21
ORD100042,2025-05-24,Customer_0425,Furniture,Office Chair,East,2,19790.2,3782.86
ORD100195,2025-05-24,Customer_0147,Electronics,Smartphone,North,5,133956.13,24779.56
ORD100192,2025-05-25,Customer_0192,Clothing,Hoodie,North,2,4040.66,625.99
ORD100636,2025-05-26,Customer_0257,Furniture,Office Chair,South,3,25775.54,3790.66
ORD100123,2025-05-26,Customer_0087,Electronics,Smartphone,East,6,184489.03,12330.9
ORD100098,2025-05-26,Customer_0307,Furniture,Desk,South,3,37264.74,5351.47
ORD100294,2025-05-26,Customer_0463,Electronics,Smartphone,West,5,165397.44,25670.9
ORD100045,2025-05-26,Customer_0255,Electronics,Laptop,West,3,145369.99,18407.69
ORD100981,2025-05-27,Customer_0135,Electronics,Headphones,North,3,11563.04,660.86
ORD100942,2025-05-28,Customer_0321,Furniture,Sofa,East,2,52500.28,10017.93
ORD100741,2025-05-28,Customer_0059,Furniture,Sofa,South,2,47784.91,9725.09
ORD100649,2025-05-28,Customer_0414,Clothing,Shoes,East,7,16666.53,4047.15
ORD100425,2025-05-28,Customer_0285,Electronics,Smartphone,East,3,96746.22,8635.64
ORD100497,2025-05-29,Customer_0164,Furniture,Office Chair,West,1,8744.38,1680.6
ORD100498,2025-05-29,Customer_0374,Electronics,Headphones,South,1,3257.62,288.55
ORD100461,2025-05-29,Customer_0021,Electronics,Headphones,West,4,15594.96,1410.09
ORD100210,2025-05-29,Customer_0268,Electronics,Laptop,North,2,124549.05,20855.12
ORD100108,2025-05-29,Customer_0260,Clothing,T-Shirt,East,1,780.4,216.92
ORD100314,2025-05-29,Customer_0375,Clothing,Hoodie,North,6,10766.45,2125.35
ORD100157,2025-05-29,Customer_0302,Furniture,Office Chair,West,7,60254.37,14670.09
ORD100353,2025-05-29,Customer_0047,Furniture,Sofa,East,5,138740.87,29802.32
ORD100510,2025-05-30,Customer_0149,Furniture,Office Chair,West,6,46911.39,9995.99
ORD100109,2025-05-30,Customer_0406,Electronics,Headphones,East,6,18514.55,2064.24
ORD100991,2025-05-30,Customer_0217,Clothing,Shoes,South,1,2750.62,605.98
ORD100926,2025-05-30,Customer_0387,Electronics,Smartphone,South,1,25975.44,1903.7
ORD100179,2025-05-30,Customer_0037,Clothing,T-Shirt,East,2,1617.84,369.72
ORD100220,2025-05-31,Customer_0008,Clothing,Jacket,East,6,20354.06,5113.4
ORD100504,2025-05-31,Customer_0267,Clothing,T-Shirt,South,7,7050.32,1833.44
ORD100302,2025-05-31,Customer_0409,Furniture,Bookshelf,North,1,6702.09,953.82
ORD100083,2025-06-01,Customer_0424,Electronics,Laptop,North,7,342635.75,40365.1
ORD100091,2025-06-01,Customer_0147,Electronics,Smartphone,South,2,59999.26,10473.33
ORD100422,2025-06-01,Customer_0274,Clothing,Jacket,East,5,15436.25,3763.48
ORD100705,2025-06-01,Customer_0269,Electronics,Laptop,West,4,192138.53,24472.88
ORD100621,2025-06-01,Customer_0065,Electronics,Tablet,East,2,40096.0,4494.84
ORD100766,2025-06-01,Customer_0214,Furniture,Office Chair,West,4,32203.87,5063.32
ORD100005,2025-06-02,Customer_0121,Electronics,Tablet,West,2,50142.0,4646.13
ORD100478,2025-06-02,Customer_0435,Furniture,Desk,West,6,75145.02,10385.29
ORD100004,2025-06-03,Customer_0375,Furniture,Sofa,West,4,104914.73,17716.08
ORD100744,2025-06-03,Customer_0466,Furniture,Desk,North,2,23223.97,4383.16
ORD100587,2025-06-03,Customer_0480,Electronics,Tablet,South,3,66876.3,9631.68
ORD100086,2025-06-03,Customer_0076,Electronics,Tablet,North,1,22518.05,3771.33
ORD100232,2025-06-03,Customer_0338,Furniture,Table,North,7,73023.09,10354.17
ORD100895,2025-06-03,Customer_0438,Furniture,Office Chair,East,5,39861.64,8657.67
ORD100988,2025-06-03,Customer_0264,Furniture,Sofa,East,1,22144.08,3876.24
ORD100807,2025-06-03,Customer_0218,Clothing,Jeans,North,5,9652.23,2435.48
ORD100341,2025-06-04,Customer_0408,Furniture,Table,South,4,36695.89,6960.51
ORD100316,2025-06-05,Customer_0437,Furniture,Office Chair,North,1,7714.81,1524.55
ORD100912,2025-06-05,Customer_0074,Electronics,Headphones,North,7,25494.63,4060.86
ORD100939,2025-06-05,Customer_0188,Electronics,Laptop,North,3,177979.5,19371.97
ORD100039,2025-06-05,Customer_0125,Furniture,Sofa,South,7,166743.37,34390.24
ORD100037,2025-06-06,Customer_0002,Electronics,Laptop,South,6,346340.54,53222.0
ORD100613,2025-06-07,Customer_0264,Furniture,Desk,South,1,12046.35,1881.96
ORD100044,2025-06-07,Customer_0127,Clothing,Jeans,East,7,13166.2,2604.92
ORD100188,2025-06-07,Customer_0183,Furniture,Sofa,South,1,27272.59,3834.2
ORD100250,2025-06-07,Customer_0378,Clothing,Shoes,North,3,7721.77,1557.24
ORD100879,2025-06-07,Customer_0162,Electronics,Headphones,East,5,20005.74,2126.3
ORD100248,2025-06-07,Customer_0225,Clothing,Jacket,East,1,3118.31,787.47
ORD100615,2025-06-08,Customer_0113,Clothing,T-Shirt,South,5,4629.67,1103.31
ORD100057,2025-06-08,Customer_0494,Electronics,Smartphone,South,7,238830.79,25413.47
ORD100112,2025-06-09,Customer_0067,Electronics,Monitor,North,1,12881.71,2119.25
ORD100296,2025-06-09,Customer_0357,Furniture,Office Chair,West,2,15716.81,3449.48
ORD100364,2025-06-09,Customer_0479,Furniture,Sofa,West,4,96880.03,16067.29
ORD100156,2025-06-09,Customer_0049,Electronics,Smartphone,West,3,88696.97,11596.63
ORD100738,2025-06-09,Customer_0191,Clothing,Jeans,South,7,11745.68,2880.82
ORD100468,2025-06-09,Customer_0092,Clothing,Shoes,North,7,19385.34,4265.67
ORD100106,2025-06-10,Customer_0348,Electronics,Smartphone,West,4,121489.48,22227.15
ORD100646,2025-06-10,Customer_0462,Clothing,Jacket,East,4,10340.25,2877.56
ORD100758,2025-06-10,Customer_0079,Furniture,Bookshelf,West,4,31254.74,2150.81
ORD100214,2025-06-10,Customer_0301,Electronics,Headphones,East,1,3161.01,248.83
ORD100612,2025-06-11,Customer_0370,Clothing,T-Shirt,West,7,6776.5,1689.53
ORD100881,2025-06-11,Customer_0216,Electronics,Tablet,South,2,46155.7,3878.97
ORD100916,2025-06-12,Customer_0102,Furniture,Sofa,North,7,165658.55,36950.08
ORD100712,2025-06-12,Customer_0214,Furniture,Bookshelf,East,7,49173.17,9665.93
ORD100257,2025-06-12,Customer_0285,Clothing,Hoodie,East,5,9193.34,2000.62
ORD100365,2025-06-13,Customer_0475,Clothing,T-Shirt,West,2,1601.83,313.93
ORD100270,2025-06-13,Customer_0377,Electronics,Headphones,West,7,23667.3,2483.63
ORD100144,2025-06-13,Customer_0355,Electronics,Laptop,North,6,373038.26,55128.95
ORD100099,2025-06-13,Customer_0038,Electronics,Laptop,South,4,243097.32,24001.58
ORD100462,2025-06-13,Customer_0300,Furniture,Table,South,3,25942.99,5172.22
ORD100841,2025-06-13,Customer_0101,Electronics,Laptop,North,3,182249.35,17487.65
ORD100747,2025-06-14,Customer_0415,Electronics,Headphones,North,3,11330.07,1767.83
ORD100245,2025-06-15,Customer_0424,Electronics,Tablet,West,1,23978.57,3121.56
ORD100127,2025-06-16,Customer_0153,Clothing,Shoes,North,1,2474.64,499.83
ORD100792,2025-06-16,Customer_0338,Furniture,Desk,North,5,55334.47,8403.19
ORD100830,2025-06-16,Customer_0281,Furniture,Sofa,North,6,142895.97,38469.79
ORD100095,2025-06-16,Customer_0406,Clothing,Hoodie,East,4,6175.49,1306.15
ORD100138,2025-06-16,Customer_0362,Furniture,Desk,West,3,34178.6,6252.84
ORD100818,2025-06-17,Customer_0213,Electronics,Laptop,East,4,209362.35,20333.53
ORD100455,2025-06-18,Customer_0250,Electronics,Headphones,North,5,18355.89,1906.43
ORD100772,2025-06-18,Customer_0264,Clothing,Hoodie,North,3,4974.72,1140.45
ORD100081,2025-06-19,Customer_0343,Clothing,Jacket,North,7,22147.81,5919.83
ORD100526,2025-06-20,Customer_0154,Furniture,Desk,West,7,84014.6,14953.87
ORD100485,2025-06-21,Customer_0249,Furniture,Desk,East,2,23233.6,4743.52
ORD100170,2025-06-21,Customer_0192,Furniture,Desk,West,4,54545.75,10321.38
ORD100066,2025-06-21,Customer_0451,Furniture,Table,West,2,17569.79,3211.64
ORD100284,2025-06-22,Customer_0296,Electronics,Headphones,West,5,17803.84,1140.77
ORD100997,2025-06-22,Customer_0104,Clothing,Jacket,East,4,11718.17,2641.7
ORD100630,2025-06-22,Customer_0136,Electronics,Laptop,East,5,239327.39,33968.09
ORD100363,2025-06-22,Customer_0495,Furniture,Sofa,East,2,52631.84,8354.7
ORD100412,2025-06-22,Customer_0122,Clothing,T-Shirt,East,2,1867.87,374.22
ORD100067,2025-06-22,Customer_0172,Electronics,Headphones,West,5,16528.32,2642.62
ORD100698,2025-06-23,Customer_0053,Furniture,Table,West,7,72833.04,13394.94
ORD100487,2025-06-23,Customer_0250,Electronics,Smartphone,South,7,220817.66,31581.72
ORD100102,2025-06-24,Customer_0179,Furniture,Table,North,3,34171.32,6399.13
ORD100925,2025-06-25,Customer_0409,Furniture,Table,South,1,9276.71,1429.62
ORD100864,2025-06-25,Customer_0386,Furniture,Table,East,1,9148.09,1494.83
ORD100774,2025-06-26,Customer_0390,Electronics,Monitor,West,7,102198.18,7742.51
ORD100334,2025-06-27,Customer_0048,Electronics,Headphones,North,3,9808.89,1422.83
ORD100309,2025-06-27,Customer_0107,Clothing,Hoodie,East,7,11000.15,2682.36
ORD100833,2025-06-27,Customer_0021,Electronics,Monitor,North,2,27908.01,4503.09
ORD100759,2025-06-27,Customer_0441,Clothing,Jeans,South,3,5603.2,1287.44
ORD100734,2025-06-27,Customer_0408,Furniture,Office Chair,West,5,39430.53,7504.58
ORD100917,2025-06-29,Customer_0280,Electronics,Smartphone,East,5,152688.51,23574.18
ORD100230,2025-06-29,Customer_0175,Furniture,Office Chair,West,3,24020.66,4500.83
ORD100361,2025-06-30,Customer_0419,Electronics,Headphones,West,2,8042.71,777.41
ORD100467,2025-06-30,Customer_0385,Electronics,Tablet,West,4,78446.51,11832.88
ORD100697,2025-07-01,Customer_0231,Electronics,Headphones,West,1,3103.62,450.95
ORD100717,2025-07-01,Customer_0032,Clothing,Jacket,South,1,3349.37,576.84
ORD100477,2025-07-02,Customer_0484,Electronics,Laptop,West,2,125726.51,5539.67
ORD100370,2025-07-02,Customer_0294,Electronics,Tablet,South,2,50488.23,7507.47
ORD100347,2025-07-02,Customer_0007,Furniture,Bookshelf,East,1,6651.8,1040.76
ORD100635,2025-07-02,Customer_0127,Electronics,Tablet,South,2,44163.59,4812.27
ORD100633,2025-07-02,Customer_0128,Furniture,Table,North,7,68541.25,14024.94
ORD100529,2025-07-03,Customer_0236,Electronics,Monitor,West,6,74422.81,12559.69
ORD100726,2025-07-03,Customer_0160,Clothing,Jeans,South,3,4861.46,884.72
ORD100608,2025-07-05,Customer_0222,Electronics,Tablet,North,3,68945.19,9299.76
ORD100580,2025-07-05,Customer_0013,Electronics,Laptop,South,5,254275.32,38856.25
ORD100544,2025-07-05,Customer_0203,Furniture,Sofa,West,1,26814.83,4291.11
ORD100130,2025-07-07,Customer_0061,Furniture,Table,West,6,61016.36,13391.4
ORD100616,2025-07-07,Customer_0488,Clothing,T-Shirt,West,2,2067.7,366.58
ORD100595,2025-07-07,Customer_0298,Clothing,Hoodie,North,7,12620.87,3282.83
ORD100366,2025-07-07,Customer_0126,Electronics,Laptop,East,3,148107.47,10346.27
ORD100701,2025-07-07,Customer_0401,Furniture,Table,North,5,56141.44,10156.95
ORD100898,2025-07-08,Customer_0021,Clothing,Hoodie,East,3,5557.65,1474.14
ORD100527,2025-07-08,Customer_0304,Furniture,Desk,North,5,62623.05,12172.0
ORD100458,2025-07-09,Customer_0430,Furniture,Desk,East,3,41367.05,8971.94
ORD100979,2025-07-09,Customer_0484,Furniture,Office Chair,North,2,15704.44,2593.88
ORD100915,2025-07-09,Customer_0165,Furniture,Table,North,3,25873.48,4660.08
ORD100231,2025-07-09,Customer_0340,Clothing,T-Shirt,South,4,3535.04,803.63
ORD100317,2025-07-09,Customer_0486,Furniture,Bookshelf,South,3,19962.84,2151.61
ORD100531,2025-07-10,Customer_0352,Clothing,Hoodie,South,3,5889.88,1475.7
ORD100954,2025-07-10,Customer_0181,Clothing,Jacket,South,1,3142.48,540.24
ORD100337,2025-07-10,Customer_0118,Clothing,T-Shirt,East,2,2065.96,497.28
ORD100367,2025-07-10,Customer_0395,Clothing,Shoes,South,3,8510.86,1915.83
ORD100948,2025-07-10,Customer_0465,Clothing,Jeans,South,3,5431.29,1471.04
ORD100682,2025-07-11,Customer_0184,Electronics,Smartphone,East,3,84366.75,11830.69
ORD100800,2025-07-11,Customer_0056,Clothing,Jacket,North,4,11941.9,2550.37
ORD100628,2025-07-11,Customer_0141,Furniture,Bookshelf,South,2,12604.82,2167.67
ORD100388,2025-07-11,Customer_0376,Electronics,Laptop,West,4,224216.93,33781.85
ORD100893,2025-07-15,Customer_0488,Clothing,Jeans,South,3,4700.87,824.92
ORD100761,2025-07-15,Customer_0241,Electronics,Laptop,South,7,335223.77,20390.49
ORD100149,2025-07-15,Customer_0237,Electronics,Monitor,South,6,80921.55,5340.97
ORD100373,2025-07-15,Customer_0392,Electronics,Laptop,West,7,404544.8,60434.23
ORD100233,2025-07-15,Customer_0146,Furniture,Sofa,South,1,24107.14,4536.59
ORD100733,2025-07-15,Customer_0053,Furniture,Sofa,West,5,126764.2,20444.98
ORD100834,2025-07-16,Customer_0340,Electronics,Monitor,North,6,80261.58,16215.08
ORD100647,2025-07-17,Customer_0384,Furniture,Desk,South,4,46442.08,6967.89
ORD100670,2025-07-17,Customer_0145,Electronics,Smartphone,East,1,29131.33,3743.61
ORD100777,2025-07-17,Customer_0377,Electronics,Tablet,North,7,147647.59,7122.15
ORD100652,2025-07-17,Customer_0075,Furniture,Desk,North,2,24064.04,3442.87
ORD100743,2025-07-18,Customer_0264,Furniture,Bookshelf,East,1,6326.1,918.52
ORD100408,2025-07-19,Customer_0245,Electronics,Tablet,East,4,99654.92,10274.53
ORD100418,2025-07-19,Customer_0035,Electronics,Headphones,South,1,2998.69,412.34
ORD100160,2025-07-19,Customer_0136,Furniture,Sofa,North,5,139372.76,22603.13
ORD100995,2025-07-20,Customer_0059,Electronics,Tablet,South,4,97081.43,4498.15
ORD100941,2025-07-20,Customer_0230,Electronics,Laptop,North,3,149755.16,17324.12
ORD100096,2025-07-21,Customer_0232,Furniture,Bookshelf,East,4,26190.15,2981.74
ORD100592,2025-07-21,Customer_0323,Furniture,Bookshelf,South,6,42258.85,6848.76
ORD100507,2025-07-22,Customer_0047,Clothing,Jeans,North,6,12278.39,2678.42
ORD100026,2025-07-22,Customer_0309,Clothing,Jeans,South,1,2040.8,650.02
ORD100740,2025-07-22,Customer_0205,Electronics,Tablet,South,6,149963.85,21506.23
ORD100403,2025-07-22,Customer_0306,Furniture,Desk,East,6,71918.77,10678.45
ORD100720,2025-07-24,Customer_0010,Furniture,Office Chair,South,6,50581.29,9982.38
ORD100999,2025-07-25,Customer_0413,Clothing,Jeans,South,1,1772.5,386.36
ORD100261,2025-07-25,Customer_0307,Furniture,Office Chair,North,3,29135.91,6426.75
ORD100965,2025-07-26,Customer_0224,Electronics,Headphones,South,4,13894.03,1559.79
ORD100186,2025-07-27,Customer_0059,Furniture,Office Chair,East,4,36831.4,2949.76
ORD100084,2025-07-27,Customer_0332,Electronics,Monitor,South,5,72780.32,9352.95
ORD100569,2025-07-28,Customer_0337,Clothing,T-Shirt,West,7,6041.04,1199.29
ORD100173,2025-07-28,Customer_0363,Furniture,Sofa,North,6,154581.3,14910.52
ORD100848,2025-07-29,Customer_0496,Clothing,Jeans,West,5,9931.61,2003.46
ORD100966,2025-07-29,Customer_0153,Electronics,Monitor,East,2,26625.12,3259.66
ORD100578,2025-07-30,Customer_0443,Clothing,Jeans,North,2,3741.89,994.81
ORD100901,2025-07-30,Customer_0227,Electronics,Smartphone,South,2,66381.85,9330.55
ORD100431,2025-07-30,Customer_0401,Electronics,Headphones,West,2,6468.4,1036.49
ORD100620,2025-07-30,Customer_0067,Furniture,Bookshelf,East,7,42454.57,7832.94
ORD100935,2025-07-31,Customer_0171,Electronics,Laptop,North,2,113867.41,12884.16
ORD100812,2025-08-01,Customer_0217,Clothing,Jeans,North,5,8177.74,1976.48
ORD100707,2025-08-01,Customer_0403,Electronics,Laptop,North,6,304949.16,53592.82
ORD100519,2025-08-01,Customer_0425,Clothing,Hoodie,South,1,1992.9,365.88
ORD100358,2025-08-01,Customer_0444,Furniture,Bookshelf,East,2,14204.07,2170.7
ORD100484,2025-08-01,Customer_0214,Furniture,Desk,West,7,95734.1,18503.41
ORD100905,2025-08-01,Customer_0118,Furniture,Office Chair,West,2,19494.71,3203.0
ORD100360,2025-08-01,Customer_0476,Furniture,Bookshelf,North,6,42247.11,7865.0
ORD100073,2025-08-02,Customer_0035,Electronics,Smartphone,West,2,66725.13,10890.63
ORD100814,2025-08-02,Customer_0439,Clothing,Shoes,West,7,19686.57,4395.11
ORD100809,2025-08-02,Customer_0417,Furniture,Bookshelf,North,4,31229.62,6570.93
ORD100407,2025-08-02,Customer_0399,Electronics,Laptop,South,1,56399.66,6970.26
ORD100990,2025-08-03,Customer_0471,Clothing,Hoodie,West,2,3116.96,765.76
ORD100169,2025-08-03,Customer_0433,Electronics,Laptop,South,2,114909.26,15380.94
ORD100249,2025-08-04,Customer_0332,Clothing,Jacket,West,4,13023.86,2805.02
ORD100906,2025-08-04,Customer_0054,Clothing,Shoes,East,2,5521.32,1260.79
ORD100605,2025-08-04,Customer_0184,Electronics,Smartphone,East,5,162827.88,15737.05
ORD100456,2025-08-05,Customer_0497,Furniture,Desk,North,5,63223.2,13054.31
ORD100719,2025-08-05,Customer_0074,Electronics,Smartphone,East,2,56115.32,7752.92
ORD100914,2025-08-06,Customer_0013,Furniture,Bookshelf,West,1,6394.67,1272.66
ORD100134,2025-08-06,Customer_0283,Electronics,Headphones,North,5,16532.81,1858.29
ORD100754,2025-08-06,Customer_0075,Electronics,Headphones,South,3,9529.85,1404.62
ORD100971,2025-08-07,Customer_0244,Furniture,Office Chair,West,2,17919.1,3153.44
ORD100349,2025-08-07,Customer_0421,Electronics,Smartphone,West,4,117120.4,6912.71
ORD100559,2025-08-07,Customer_0260,Clothing,Shoes,West,6,15050.01,3421.34
ORD100074,2025-08-08,Customer_0465,Clothing,Jacket,South,3,10338.04,1900.97
ORD100443,2025-08-08,Customer_0365,Electronics,Smartphone,West,7,203719.71,20310.74
ORD100860,2025-08-08,Customer_0229,Electronics,Monitor,East,6,76542.42,12865.79
ORD100711,2025-08-08,Customer_0281,Clothing,T-Shirt,South,5,3842.86,704.73
ORD100713,2025-08-08,Customer_0031,Furniture,Sofa,South,1,27020.82,5138.9
ORD100003,2025-08-09,Customer_0124,Furniture,Desk,South,3,33796.07,5280.55
ORD100330,2025-08-09,Customer_0063,Electronics,Tablet,South,2,44619.46,5428.5
ORD100602,2025-08-09,Customer_0169,Electronics,Laptop,North,5,282867.73,41585.2
ORD100382,2025-08-09,Customer_0388,Furniture,Office Chair,North,7,64328.42,12363.98
ORD100491,2025-08-10,Customer_0341,Furniture,Table,East,1,10013.37,1595.94
ORD100884,2025-08-11,Customer_0292,Electronics,Laptop,East,1,49276.88,7514.16
